series,season,title,subtitle,title_pic,inbound_ill,release,maincharacters,eventtimeframe,locations,release_year,author_pos,author,gender
Band 472,Die Cappins,Das violette Feuer,Sie sind in der Gewalt ihrer Gegner – doch sie sind nicht wehrlos,Johnny Bruck,Johnny Bruck (4 x),September 1970,"Der Taschkar, Perry Rhodan, Atlan, Ovaron, Roi Danton, Gucky, Ginkorasch",März 3438,"Gruelfin, System Greytonor",1970.0,a1,Clark Darlton,male
Band 473,Die Cappins,Die verrückten Roboter,Perry Rhodan und sein Team im Labyrinth des Schreckens,Johnny Bruck,Johnny Bruck (1 x),September 1970,"Perry Rhodan, Ovaron, Ras Tschubai, Gucky, Atlan, Takvorian, Merkosh, Paladin, Der Taschkar",März 3438,"Gruelfin, Planet Takera",1970.0,a1,H. G. Ewers,male
Band 474,Die Cappins,Das Duell der Mächtigen,Kampf im Inferno entfesselter Naturgewalten – der Taschkar wird gestellt.,Johnny Bruck,Johnny Bruck (5 x),September 1970,"Roi Danton, Schekonu, Ovaron, Perry Rhodan, Atlan, Ras Tschubai, Merkosh, Takvorian, Paladin, Gucky, Der Taschkar",März 3438,"Gruelfin, Planet Takera",1970.0,a1,Hans Kneifel,male
Band 475,Die Cappins,Der große Vasall,Ein neuer Taschkar übernimmt die Macht – doch die Leibwächter kämpfen für einen Toten,Johnny Bruck,Johnny Bruck (6 x),September 1970,"Perry Rhodan, Atlan, Ovaron, Merkosh, Takvorian, Paladin, Gucky, Ras Tschubai, Ginkorasch, Blokh",März 3438,"Gruelfin, auf einem Sammler",1970.0,a1,William Voltz,male
Band 476,Die Cappins,Der Schrecken von Takera,Mit den Moritatoren im Deep-Purple-System – fünfzig Terraner wollen Perry Rhodan retten,Johnny Bruck,Johnny Bruck (6 x),Oktober 1970,"Joaquin Manuel Cascal, Lavascha, Escroplan, Miraltans, Perry Rhodan, Ovaron, Atlan, Paladin, Gucky, Ras Tschubai, Merkosh, Takvorian",März 3438,"Gruelfin, Greytonor-System",1970.0,a1,Hans Kneifel,male
Band 477,Die Cappins,Invasion der Schatten,Gefahr für die Menschheit – eine Geisterarmee überfällt den Planeten Olymp,Johnny Bruck,Johnny Bruck (5 x),Oktober 1970,"Oberst Kalan Zorkh, A-P1 genannt Basilowitsch, Anson Argyris, Phyl Amant, Balton Wyt, Kimray Wyt, Galbraith Deighton",März 3438,"Milchstraße, Olymp",1970.0,a1,H. G. Ewers,male
Band 478,Die Cappins,Die Schlacht um Olymp,Sie säten das Grauen – und sie ernten den Tod,Johnny Bruck,Johnny Bruck (5 x),Oktober 1970,"Ribald Corello, Reginald Bull, Julian Tifflor, Balton Wyt, Anson Argyris, Kalan Zorkh, Lesska Lokoshan",März 3438,"Milchstraße, Olymp",1970.0,a1,H. G. Ewers,male
Band 479,Die Cappins,Ganjo-Alarm,Guckys großes Abenteuer auf der Wasserwelt – ein Fischmensch startet den künstlichen Mond,Johnny Bruck,Johnny Bruck (4 x),Oktober 1970,"Perry Rhodan, Atlan, Ovaron, Ras Tschubai, Gucky, Scharam, Hamart, Guyl, Dronal, PRX-64",März 3438,"Gruelfin, Planet Cham",1970.0,a1,Clark Darlton,male
Band 48,Die Dritte Macht,Rotes Auge Beteigeuze,"Ein alter, fast vergessener Gegner taucht auf – und Gucky möchte Echsen fliegen sehen …",Johnny Bruck,Johnny Bruck (5 x),"Freitag, 3. August 1962","Perry Rhodan, Gucky, John Marshall, Al-Khor, Major Deringhouse, Major McClears, Wor-Löck",1984,Beteigeuze,1962.0,a1,Clark Darlton,male
Band 480,Die Cappins,Der Dieb von Gruelfin,Gefahr für die MARCO POLO – Florymonth geht um,Johnny Bruck,Johnny Bruck (6 x),Oktober 1970,"Perry Rhodan, Ovaron, Atlan, Merceile, Florymonth, Roi Danton, Prof. Tajiri Kase, Oberst Elas Korom-Khan",März 3438,"Gruelfin, Terrosch-Rotwolke",1970.0,a1,William Voltz,male
Band 481,Die Cappins,Die Clique der Verräter,Sie sind die Pedolotsen – sie wollen den Ganjo töten,Johnny Bruck,Johnny Bruck (5 x),Oktober 1970,"Rhodan, Atlan, Ovaron, Merceile, Florymonth, Guvalasch, Krecster-Kalopcs, Roi Danton",März 3438,"Gruelfin, Morschaztas",1970.0,a1,William Voltz,male
Band 482,Die Cappins,Die Feinde des Ganjos,Kampf in der Schaltstation – die Urmutter greift ein,Johnny Bruck,Johnny Bruck (5 x),November 1970,"Roi Danton, Florymonth II, Heperyn, Naskalay, Fenateryn, Joaquin Manuel Cascal, Gucky, Ras Tschubai, Paladin, LaGrange Tuscalosa, Die Urmutter",März 3438,"Gruelfin, Terrosch-Rotwolke",1970.0,a1,Hans Kneifel,male
Band 483,Die Cappins,Im Zeichen des Ganjos,Ein Fanal flammt auf – und der Planet der Pilger wird zum Hexenkessel,Johnny Bruck,Johnny Bruck (1 x),November 1970,"Perry Rhodan, Atlan, Ovaron, Merceile, Avimol, Soncopet, Loboruth, Quinfaldim, Guvalasch, Askosan, Recimoran",April 3438,"Gruelfin, Morschaztas",1970.0,a1,H. G. Ewers,male
Band 484,Die Cappins,Das Ende der ODIKON,Sie leben seit Jahrtausenden in Sicherheit – im Schutz der galaktischen Barriere,Johnny Bruck,Johnny Bruck (2 x),November 1970,"Perry Rhodan, Atlan, Ovaron, Merceile, Recimoran, Fentorsch, Vandrocan, Cotuschan, Guvalasch, Remotlas",April 3438,Morschaztas,1970.0,a1,William Voltz,male
Band 485,Die Cappins,Die Mutanten von Erysgan,Perry Rhodan und Atlan im Reich der Farrogs – bei den Beherrschern der Unterwelt,Johnny Bruck,Johnny Bruck (2 x),November 1970,"Admiral Farro, Perry Rhodan, Atlan, Ovaron, Merceile, Remotlas, Poncruter, Lapender, Arhaeger, Maischat",April 3438,"Morschaztas, Erysgan",1970.0,a1,H. G. Ewers,male
Band 486,Die Cappins,Zwischen Weltraum und Untergrund,Florymonth taucht wieder auf – und die MARCO POLO durchbricht die galaktische Barriere,Johnny Bruck,Johnny Bruck (2 x),November 1970,"Perry Rhodan, Ovaron, Roi Danton, Maischat, Arhaeger, Florymonth, Tarino",April 3438,"Morschaztas, Erysgan",1970.0,a1,William Voltz,male
Band 487,Die Cappins,"Ich, der Ganjo",Der Vorstoß ins Zentrum der Urmutter – Ovaron kämpft um sein Erbe,Johnny Bruck,Johnny Bruck (3 x),Dezember 1970,"Ovaron, Fenarol, Perry Rhodan, Tetman Tarino, Jamconsch, Terton der Dunkle, Guvalasch",April 3438,"Morschaztas - Erysgan, ARRIVANUM",1970.0,a1,William Voltz,male
Band 488,Die Cappins,Plan der Vernichtung,Ein Verräter schwört Rache – und ruft die Flotte des Taschkars,Johnny Bruck,Johnny Bruck (3 x),Dezember 1970,"Guvalasch, Raekolond, Ginkorasch, Ovaron, Perry Rhodan, Joaquin Manuel Cascal",Mai 3438,"Morschaztas (ARRIVANUM) und Gruelfin (Greytonor, Terrosch-Rotwolke)",1970.0,a1,Hans Kneifel,male
Band 489,Die Cappins,Gucky und der Verräter,Überfall auf das Flaggschiff des Taschkars – der Mausbiber im Sondereinsatz,Johnny Bruck,Johnny Bruck (2 x),Dezember 1970,"Perry Rhodan, Ovaron, Guvalasch, Gucky, Ras Tschubai, Merkosh, Arhaeger, Cershamon, Mentro Kosum",Mai 3438,Morschaztas/Gruelfin,1970.0,a1,Clark Darlton,male
Band 49,Die Dritte Macht,Die Erde stirbt,Das Ende einer Epoche – die Erde versinkt im Meer des Vergessens,Johnny Bruck,Johnny Bruck (5 x),"Freitag, 10. August 1962","Perry Rhodan, Major Deringhouse, Al-Khor, Ber-Ka, Cekztel, Topthor, Gucky",1984,"Beteigeuze III, Beteigeuze IV",1962.0,a1,Clark Darlton,male
Band 490,Die Cappins,System der tausend Fallen,Vorstoß zu den drei Sonnen – der Weg führt durch die Wolke der Asteroiden,Johnny Bruck,Johnny Bruck (2 x),1970,"Perry Rhodan, Ovaron, Lord Zwiebus, Gucky, Patulli Lokoshan, Lullog, Kolaschka, Vairosum, Nurezco",Mai 3438,"Gruelfin, Bythalon-System",1970.0,a1,H. G. Ewers,male
Band 491,Die Cappins,Transmitter nach Takera,Sie landen auf der Hauptwelt des Gegners – das Totenschiff ist ihr Stützpunkt,Johnny Bruck,Johnny Bruck (3 x),Januar 1971,"Perry Rhodan, Roi Danton, Paladin, Alaska Saedelaere, Patulli Lokoshan, Josef Babuschkin, Alexander Strelinski, Lord Zwiebus, Schymartko, Ginkorasch",Mai/Juni 3438,"Mayntoho, Takera",1971.0,a1,H. G. Ewers,male
Band 492,Die Cappins,Das stählerne Gefängnis,Vascalo greift ein – er befehligt die Vorhut der Vernichtung,Johnny Bruck,Johnny Bruck (2 x),Februar 1971,"Vascalo der Krumme, Ginkorasch, Roi Danton, Paladin, Pultor, Matton Exloster, Reginald Bull, Julian Tifflor",Juni 3438,"Gruelfin (Takera), Milchstraße (Wega, Sol)",1971.0,a1,William Voltz,male
Band 493,Die Cappins,Panik auf Titan,Ein Robotgehirn schlägt Alarm – und ruft den Ganjo,Johnny Bruck,Johnny Bruck (3 x),Februar 1971,"Reginald Bull, Vascalo der Krumme, Oberst Edmond Pontonac, Ovaron, Merceile, Perry Rhodan, Roi Danton",Juni 3438,"Milchstraße (Titan, Alcanaya II)",1971.0,a1,Hans Kneifel,male
Band 494,Die Cappins,Mond der Gefahren,Gucky in der kosmischen Falle – der Sturz in die Sonne beginnt,Johnny Bruck,Johnny Bruck (3 x),Februar 1971,"Perry Rhodan, Ovaron, Schoscholk, Gucky, Ras Tschubai, Icho Tolot, Elteruen, Scherlok, Major Müller III",Juni 3438,Gruelfin (Moryr-Moryma),1971.0,a1,Clark Darlton,male
Band 495,Die Cappins,Der Botschafter von Sol,Terra ruft um Hilfe – und Galbraith Deighton schickt seinen besten Mann ins All,Johnny Bruck,Johnny Bruck,Februar 1971,"Harcon von Draimalo, Reginald Bull, Vascalo, Merceile, Edmond Pontonac, Caryna Nillbärg, Drosen K. Willshire",Juni 3438,Milchstraße,1971.0,a1,Hans Kneifel,male
Band 496,Die Cappins,Die Flotte der Clans,Sie lieben das wilde Leben und den Kampf – sie folgen dem Ruf des Taschkars,Johnny Bruck,Johnny Bruck (2 x),März 1971,"Pentschypon-Kala 896., Perry Rhodan, Atlan, Ovaron, Elas Korom-Khan, Ginkorasch, Rpola",Juli 3438,Gruelfin,1971.0,a1,William Voltz,male
Band 497,Die Cappins,Die Armee der Kriegsdiener,Invasoren auf Titan – der Supermutant jagt Vascalo,Johnny Bruck,Johnny Bruck (3 x),März 1971,"Reginald Bull, Vascalo, Ribald Corello, Balton Wyt, Lesska Lokoshan, Merceile, Captain Tolous Bettron, Captain Alea Onandere, Aronte",Juli 3438,Titan,1971.0,a1,H. G. Ewers,male
Band 498,Die Cappins,Die Rückkehr des Takerers,Ein Mann kämpft um sein Leben – im Chaos von Titan,Johnny Bruck,Johnny Bruck (3 x),März 1971,"Vascalo, Reginald Bull, Julian Tifflor, Galbraith Deighton, Pultor, Dr. Burgalow, Dr. Stranger, 86 104",Juli 3438,Titan,1971.0,a1,Clark Darlton,male
Band 499,Die Cappins,Entscheidung in der Plutobahn,Ein Robot trifft seine Entscheidung – und das Finale für zwei Planeten beginnt,Johnny Bruck,Johnny Bruck,März 1971,"Perry Rhodan, Atlan, Ovaron, Vascalo, Reginald Bull, Julian Tifflor, Galbraith Deighton, Hachin Tsho Nashooshi, Major Lefton Rapyrosa, Die Urmutter",Juli 3438,Solsystem,1971.0,a1,Hans Kneifel,male
Band 5,Die Dritte Macht,Atom-Alarm,Das fremde Schiff kommt in das Sonnensystem. – Ist es die Vorhut einer großen Flotte?,Johnny Bruck,Johnny Bruck (6 x),"Freitag, 6. Oktober 1961","Perry Rhodan, Reginald Bull, Tako Kakuta, Crest, Thora, Jesse Morgan, Captain Zimmerman, Allan D. Mercant",Ende 1971,Terra,1961.0,a1,Kurt Mahr,male
Band 50,Atlan und Arkon,Der Einsame der Zeit,Anfang eines neuen faszinierenden Abenteuers – Höhepunkt der Perry-Rhodan-Serie,Johnny Bruck,Johnny Bruck (5 x),"Freitag, 17. August 1962","Atlan alias Phil Holding alias Skörld Gonardson, Tombe Gmuna, Generalleutnant Peter Kosnow, Perry Rhodan",Februar bis April 2040,"Terra, Hellgate",1962.0,a1,K. H. Scheer,male
Band 500,Der Schwarm,Sie kamen aus dem Nichts,Sie kehren zurück – und finden kein Zuhause mehr,Johnny Bruck,Johnny Bruck (11 x)→ Innenillustrationen,"Dienstag, 20. April 1971","Perry Rhodan, Atlan, Ricod Esmural, Terso Hosputschan, Elas Korom-Khan, Roi Danton, Holtogan Loga",3438 bis 3441,"Zwischen Gruelfin und Milchstraße, Erde",1971.0,a1,K. H. Scheer,male
Band 501,Der Schwarm,In der Betonwüste,Sie leben in einer sterbenden Stadt – sie sind die letzten Immunen,Johnny Bruck,Johnny Bruck (2 x),März 1971,"Der halbtote Simon, Garrigue Fingal, Coden Opprus, Janus Pohklym, Gryndheim, Roi Danton, Galbraith Deighton, Mrocek Verdere",Anfang Juli 3441,"Terrania-City, Terra",1971.0,a1,William Voltz,male
Band 502,Der Schwarm,Der Ritter mit dem Flammenschwert,"Er ist programmiert – er kämpft gegen Geister, Hexen und Dämonen",Johnny Bruck,Johnny Bruck (3 x),April 1971,"Bossa Cova, Aine, Doreen, Shar ter Troyonas, Roi Danton, Rocus Ypteron, Jupiter Koslow, Anson Argyris",Anfang Juli 3441,Olymp,1971.0,a1,H. G. Ewers,male
Band 503,Der Schwarm,Planet der Digger,Mit der GOOD HOPE II auf der Welt hinter dem Schwarm – ein Einsatz am Rande der Galaxis,Johnny Bruck,Johnny Bruck (1 x),April 1971,"Perry Rhodan, „Es“, Gucky, Flinder Tex Gruppa, Herschell Anders, Sergeant Bark Khor",Mitte bis Ende Juli 3441,"Rubin Omega-System, Planet Hidden World I",1971.0,a1,Clark Darlton,male
Band 504,Der Schwarm,Das Raumschiff des gelben Götzen,Der Botschafter von Sol kehrt zurück – mit dem Konvoi der Verzweifelten,Johnny Bruck,Johnny Bruck (4 x),April 1971,"Edmond V. Pontonac, Drosen K. Willshire, Davyd Leppa, Lerinck, Teerpa, Y'Xanthymr, Reginald Bull",Mitte des Jahres 3441,Milchstraße,1971.0,a1,Hans Kneifel,male
Band 505,Der Schwarm,Im Schwarm gefangen,Er ist ein Terraner – er will kein Sklave sein,Johnny Bruck,Johnny Bruck,April 1971,"Reginald Bull, Powee Froud-Crofton, Tapmedie Ulpanius, Julian Tifflor, Ribald Corello, Balton Wyt, Das Y'Xanthomrier",Mitte bis Ende Juli 3441,Milchstraße,1971.0,a1,William Voltz,male
Band 506,Der Schwarm,Die Göttin der Symbionten,Sie dient den Völkern zweier Welten – doch die Fremden zerstören ihr Werk,Johnny Bruck,Johnny Bruck (2 x),April 1971,"Perry Rhodan, Push-Push 2301, BORRO GANE, Reginald Bull, Gucky, Lesska Lokoshan",August 3441,Lignan-System,1971.0,a1,H. G. Ewers,male
Band 507,Der Schwarm,Zwischenspiel auf Tahun,Chaos auf dem Medo-Planeten – Roi Danton greift ein,Johnny Bruck,Johnny Bruck,Mai 1971,"Harm Davis, Dr. Truc Rotkel, Gesine, Merceile, Roi Danton, Derek Kandis",Mitte 3441,"Eden V, Tahun",1971.0,a1,Clark Darlton,male
Band 508,Der Schwarm,Treffpunkt zwischen den Sternen,"Begegnung am Rand der Galaxis – die einen fliehen, die anderen kehren zurück",Johnny Bruck,Johnny Bruck (4 x),Mai 1971,"Vyrner Rustage, Falgur tan Gromand, Argoli-Erion, Pegamoi Datras II, Gooz-B 8, Wycliff Calembour, Skytho Karrora, Korvey Wokan, Reginald Bull",August/September 3441,Materiebrücke zwischen Milchstraße und Großer Magellanscher Wolke,1971.0,a1,Hans Kneifel,male
Band 509,Der Schwarm,Die Banditen von Terrania,Er ist der große Unbekannte – er befehligt eine Armee von Marionetten,Johnny Bruck,Johnny Bruck,Mai 1971,"Serkano Staehmer, Galbraith Deighton, Dada, Memo, Grohaan Opinzom, Perry Rhodan",August bis September 3441,Terrania City,1971.0,a1,Ernst Vlcek,male
Band 51,Atlan und Arkon,Jagd nach dem Leben,Aufruhr im galaktischen Zoo! Ein Mensch ist ausgebrochen…,Johnny Bruck,Johnny Bruck (5 x),"Freitag, 24. August 1962","John Marshall, Laury Marten, Rohun, Huxul, Otznam, Man Regg, Futgris, Graf Rodrigo de Berceo",2040,Tolimon,1962.0,a1,Kurt Brand,male
Band 510,Der Schwarm,Die Ausgestoßenen,Mit der GOOD HOPE II im Einsatz – Terraner begegnen den Fremden aus dem Schwarm,Johnny Bruck,Johnny Bruck (1 x),Juni 1971,"Perry Rhodan, Fellmer Lloyd, Alaska Saedelaere, Juniper Whiilcont, Quarschotz-der-die-Stimmen-bricht, Tarquatza",Oktober 3441,Milchstraße,1971.0,a1,William Voltz,male
Band 511,Der Schwarm,Das Volk der Sklaven,Der Zug der Purpurnen – und ein Mann nimmt Rache,Johnny Bruck,Johnny Bruck (3 x),Juni 1971,"Perry Rhodan, Atlan, Joaquin Manuel Cascal, Sandal Tolk, Beareema, Thamar ben Kassan",Oktober 3441,Milchstraße,1971.0,a1,Hans Kneifel,male
Band 512,Der Schwarm,Der Flug der GATOS BAY,Flucht von der Vulkaninsel – die abenteuerliche Reise eines Raumfrachters,Johnny Bruck,Johnny Bruck,Juni 1971,"Tschak-Hoa, Serdag, Cheborparczete Faynybret, Hotchka Omolore, Gaddard Pen-Tuku, Mortom Kalcora, Aidala Montehue, Haigra Whuy, Renda Dork",November 3440 - Mitte Oktober 3441,"Milchstraße, Graph-Tita-System",1971.0,a1,Clark Darlton,male
Band 513,Der Schwarm,Ein Platz für Verdammte,Sie versprechen das Paradies – und machen Quinto-Center zur Hölle,Johnny Bruck,Johnny Bruck,Juli 1971,"Oberst Korstan Tiesch, Admiral Cadro Tai-Hun, Roi Danton, Cheborparczete Faynybret, Mortom Kalcora, Professor Persaito",Mitte Oktober 3441,Quinto-Center,1971.0,a1,Ernst Vlcek,male
Band 514,Der Schwarm,Der Weltraumkurier,Die Piraten-Lady schlägt Alarm – und das Trickspiel um Olymp beginnt,Johnny Bruck,Johnny Bruck (2 x),Juli 1971,"Tipa Riordan, Anson Argyris, Shar ter Troyonas, Bossa Cova, Terser Frascati, Nos Vigeland, Runeme Shilter, Roi Danton, Galbraith Deighton",November 3441,"Olymp, Terra, Aslan",1971.0,a1,H. G. Ewers,male
Band 515,Der Schwarm,Die Wächter der Einsamkeit,Vier Männer der GOOD HOPE II auf der verlassenen Welt – im Kampf mit den Wächtern,Johnny Bruck,Johnny Bruck,Juli 1971,"Perry Rhodan, Alaska Saedelaere, Dalaimoc Rorvic, Tatcher a Hainu, Cucula Pampo, Sandal Tolk",5. - 7. November 3441,"Milchstraße, Planet Testfall Rorvic",1971.0,a1,William Voltz,male
Band 516,Der Schwarm,"Sandal, der Rächer",Ein Mann wartet auf die Fremden – seine stählerne Armee ist kampfbereit,Johnny Bruck,Johnny Bruck (2 x),Juli 1971,"Perry Rhodan, Sandal Tolk, Chelifer Argas, Atlan, Icho Tolot, Nymphon, Psophys, Psyllida, Malkostraker",Mitte November 3441,"Milchstraße, Planet Testfall Rorvic",1971.0,a1,Hans Kneifel,male
Band 517,Der Schwarm,Notruf des Unsterblichen,Das Wesen von Wanderer in höchster Gefahr – Perry Rhodan soll helfen,Johnny Bruck,Johnny Bruck (1 x),Juli 1971,"Perry Rhodan, ES, Homunk, Gucky, Lord Zwiebus, Sergeant Plafond",Mitte November 3441,Milchstraße,1971.0,a1,Clark Darlton,male
Band 518,Der Schwarm,Sturmlauf in den Tod,Zehntausend Männer und Frauen stehen bereit – sie wollen die Macht des roten Götzen brechen,Johnny Bruck,Johnny Bruck,August 1971,"Perry Rhodan, Tracs Potschyben, Sal Almong, Toscha Tschehars, Af Atramo, Ana Atramo",Mitte November 3441,Milchstraße,1971.0,a1,H. G. Francis,male
Band 519,Der Schwarm,Das Heimliche Imperium,Neue Hoffnung für die Völker der Galaxis – die Konferenz der Immunen beginnt,Johnny Bruck,Johnny Bruck (1 x),Juli 1971,"Perry Rhodan, Atlan, Geoffry Abel Waringer, Mentro Kosum, Nos Vigeland, Terser Frascati, Runeme Shilter, Ollin, Sarnen",24. November 3441,"Milchstraße, Planet Dessopato",1971.0,a1,William Voltz,male
Band 52,Atlan und Arkon,Der falsche Inspekteur,"Wer mit Gucky anbindet, verliert den Bart - oder die Hose …",Johnny Bruck,Johnny Bruck (4 x),"Freitag, 31. August 1962","Perry Rhodan, Gucky, John Marshall, Laury Marten, Graf Rodrigo de Berceo, Glogol",2040,"Venus, Hellgate, Tolimon",1962.0,a1,Clark Darlton,male
Band 520,Der Schwarm,Unter Parazwang,Sie beherrschen die Höllenwelt – Mensch und Tier sind ihnen untertan,Johnny Bruck,Johnny Bruck (1 x),August 1971,"Perry Rhodan, Atlan, Fellmer Lloyd, Geoffry Abel Waringer, Bossa Cova, Patulli Lokoshan, Avril Youngman, Ishi Tetagori",Mitte Dezember 3441,"Olymp, Last Hope",1971.0,a1,H. G. Ewers,male
Band 521,Der Schwarm,Kampf um die Sonnenstadt,Vorstoß nach Suntown – Unbekannte regieren die Welt der Posbis,Johnny Bruck,Johnny Bruck (2 x),August 1971,"Perry Rhodan, Atlan, Fellmer Lloyd, Irmina Kotschistowa, Jorston, Aborq Vallain, Oberst Tahiko Anaka",Mitte Januar 3442,Hundertsonnenwelt,1971.0,a1,Ernst Vlcek,male
Band 522,Der Schwarm,Die Spur des Rächers,Sandal Tolk im Raumschiff der Mörder – und auf dem Planeten der Vulkane,Johnny Bruck,Johnny Bruck (1 x),August 1971,"Sandal Tolk asan Feymoaur sac Sandal-Crater, Tahonka-No, der Knöcherne",Anfang Dezember 3441,"Schwarm, Planet Vetrahoon",1971.0,a1,Hans Kneifel,male
Band 523,Der Schwarm,Die Planetenräuber,Alle haben Angst um Gucky – der Mausbiber macht ein gefährliches Experiment,Johnny Bruck,Johnny Bruck (1 x),September 1971,"Perry Rhodan, Gucky, Ribald Corello, Ras Tschubai, Toronar Kasom, Alaska Saedelaere, Harno, Jäger, Alter Herr",Januar bis Februar 3442,Milchstraße,1971.0,a1,Clark Darlton,male
Band 524,Der Schwarm,Die Gelben Eroberer,Mausbiber Gucky auf dem Kristallplaneten – dem Gefängnis der Mutanten,Johnny Bruck,Johnny Bruck,September 1971,"Perry Rhodan, Gucky, Ras Tschubai, Alaska Saedelaere, Toronar Kasom, Harno, Das Y'Xanthomrier",Mitte Februar 3442,Im Schwarm,1971.0,a1,Clark Darlton,male
Band 525,Der Schwarm,Das große Sterben,Sie verlieren die Hoffnung – und warten auf den Tod,Johnny Bruck,Johnny Bruck (1 x),September 1971,"Roi Danton, Galbraith Deighton, Edmond Pontonac, Sogmonth, Holtogan Loga, Mon Armig, Vanieoh",Mitte Februar 3442,Terra,1971.0,a1,William Voltz,male
Band 526,Der Schwarm,Söldner der Galaxis,Die Eroberer kommen – und eine Zivilisation steht vor dem Untergang,Johnny Bruck,Johnny Bruck (1 x),September 1971,"Mincos Polata, Hysk Vantolier, Perry Rhodan, Gucky, Bossa Cova, Tadschor, Id Zirroh Par, Epher Tusalis",Ende Februar - März 3442,Milchstraße,1971.0,a1,H. G. Ewers,male
Band 527,Der Schwarm,Die Insel der Glücklichen,Sie durchqueren die Todeszone – ein Abenteuer mit Sandal Tolk dem Rächer,Johnny Bruck,Johnny Bruck (3 x),September 1971,"Sandal Tolk asan Feymoaur sac Sandal-Crater, Tahonka-No, Das Thoen",Januar - März 3442,Schwarm,1971.0,a1,Hans Kneifel,male
Band 528,Der Schwarm,Die Diener des gelben Götzen,Der Rächer auf einer falschen Spur – und auf dem Flug ins Ungewisse,Johnny Bruck,Johnny Bruck (3 x),Oktober 1971,"Sandal Tolk, Tahonka-No, Perry Rhodan, Joak Cascal, Gucky, Recanti-Tak",Etwa Februar-März 3442,Schwarm,1971.0,a1,Hans Kneifel,male
